$ /home/sdinh/sandbox/OptiUNO/external/uno/bin/uno_ampl /home/sdinh/sandbox/OptiUNO/problems/HS_model/hs21mod.nl constraint_relaxation_strategy=feasibility_restoration inequality_handling_method=interior_point hessian_model=exact inertia_correction_strategy=none globalization_mechanism=TR globalization_strategy=fletcher_filter_method time_limit=20.0

Automatically picked the filtersqp preset
Original model /home/sdinh/sandbox/OptiUNO/problems/HS_model/hs21mod.nl
7 variables, 7 constraints (0 equality, 7 inequality)
Problem type: NLP
Reformulated model /home/sdinh/sandbox/OptiUNO/problems/HS_model/hs21mod.nl -> no fixed bounds -> equality constrained -> bounds relaxed
14 variables, 7 constraints (7 equality, 0 inequality)

Non-default options:
QP_solver = BQPD

──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  Iterations
 Major  Minor  Penalty   Barrier   Barrier   Radius    Phase ||Step||  Objective  Infeas    Statio    Compl     Status        
──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
 0      -      -         -         -         1.00e+01  OPT   -         -9.899e+01 2.42e+01  3.00e+00  7.00e+01  initial point 
 1      1      -         1.00e-01  -         1.00e+01  OPT   3.07e+00  -9.155e+01 7.31e-01  4.30e+01  2.65e-11  ✔ (h-type)    
 1073   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.759e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1074   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.769e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1075   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.778e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1076   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.788e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1077   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.798e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1078   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.808e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1079   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.818e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1080   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.827e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1081   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.837e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1082   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.847e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1083   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.857e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1084   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.867e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1085   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.877e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1086   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.886e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1087   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.896e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1088   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.906e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1089   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.916e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1090   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.926e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1091   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.936e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1092   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.946e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1093   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.956e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1094   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.966e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1095   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.976e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1096   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.986e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1097   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.996e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1098   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.006e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1099   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.016e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1100   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.026e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1101   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.036e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1102   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.046e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1103   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.056e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1104   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.066e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1105   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.076e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1106   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.086e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1107   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.096e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1108   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.106e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1109   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.117e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1110   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.127e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1111   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.137e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1112   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.147e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1113   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.157e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1114   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.167e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1115   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.177e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1116   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.188e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1117   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.198e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1118   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.208e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1119   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.218e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1120   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.228e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1121   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.239e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1122   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.249e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1123   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.259e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1124   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.269e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1125   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.280e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1126   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.290e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1127   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.300e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1128   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.311e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1129   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.321e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1130   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.331e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1131   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.341e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1132   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.352e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1133   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.362e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1134   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.373e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1135   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.383e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1136   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.393e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1137   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.404e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1138   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.414e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1139   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.424e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1140   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.435e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1141   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.445e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1142   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.456e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1143   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.466e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1144   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.477e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1145   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.487e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1146   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.498e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1147   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.508e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1148   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.519e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1149   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.529e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1150   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.540e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1151   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.550e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1152   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.561e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1153   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.571e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1154   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.582e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1155   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.592e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1156   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.603e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1157   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.614e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1158   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.624e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1159   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.635e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1160   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.645e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1161   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.656e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1162   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.667e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1163   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.677e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1164   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.688e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1165   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.699e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1166   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.709e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1167   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.720e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1168   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.731e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1169   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.741e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1170   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.752e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1171   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.763e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1172   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.774e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1173   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.784e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1174   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.795e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1175   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.806e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1176   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.817e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1177   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.828e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1178   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.838e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1179   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.849e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1180   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.860e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1181   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.871e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1182   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.882e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1183   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.892e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1184   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.903e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1185   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.914e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1186   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.925e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1187   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.936e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1188   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.947e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1189   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.958e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1190   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.969e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1191   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.980e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1192   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.991e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1193   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.002e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1194   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.012e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1195   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.023e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1196   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.034e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1197   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.045e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1198   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.056e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1199   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.067e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1200   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.078e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1201   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.089e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1202   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.101e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1203   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.112e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1204   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.123e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1205   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.134e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1206   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.145e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1207   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.156e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1208   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.167e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1209   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.178e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1210   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.189e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1211   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.200e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1212   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.211e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1213   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.223e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1214   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.234e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1215   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.245e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1216   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.256e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1217   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.267e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1218   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.279e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1219   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.290e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1220   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.301e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1221   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.312e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1222   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.323e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1223   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.335e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1224   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.346e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1225   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.357e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1226   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.369e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1227   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.380e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1228   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.391e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1229   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.402e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1230   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.414e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1231   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.425e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1232   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.436e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1233   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.448e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1234   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.459e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1235   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.470e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1236   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.482e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1237   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.493e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1238   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.505e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1239   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.516e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1240   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.527e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1241   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.539e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1242   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.550e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1243   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.562e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1244   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.573e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1245   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.585e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1246   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.596e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1247   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.608e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1248   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.619e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1249   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.631e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1250   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.642e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1251   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.654e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1252   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.665e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1253   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.677e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1254   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.688e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1255   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.700e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1256   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.712e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1257   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.723e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1258   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.735e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1259   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.746e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1260   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.758e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1261   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.770e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1262   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.781e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 1263   1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.793e+65  2.00e+00  nan       2.45e-11  ✔ (h-type)    
