$ /home/sdinh/sandbox/OptiUNO/quickRun/external/uno/bin/uno_ampl /home/sdinh/sandbox/OptiUNO/quickRun/models/nl/hs085.nl constraint_relaxation_strategy=feasibility_restoration inequality_handling_method=interior_point hessian_model=exact inertia_correction_strategy=primal_dual globalization_mechanism=LS globalization_strategy=waechter_filter_method time_limit=20.0

Automatically picked the filtersqp preset
Original model /home/sdinh/sandbox/OptiUNO/quickRun/models/nl/hs085.nl
5 variables, 48 constraints (0 equality, 48 inequality)
Problem type: NLP
Reformulated model /home/sdinh/sandbox/OptiUNO/quickRun/models/nl/hs085.nl -> no fixed bounds -> equality constrained -> bounds relaxed
53 variables, 48 constraints (48 equality, 0 inequality)

Non-default options:
linear_solver = MUMPS
libhsl_path = 

───────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  Iterations
 Major  Minor  Penalty   Barrier   Barrier   Steplength Phase Regulariz Regulariz ||Step||  Objective  Infeas    Statio    Compl     Status        
───────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
 0      -      -         -         -         -          OPT   -         -         -         -9.394e-01 5.94e+05  6.93e+00  8.74e+06  initial point 
 -      20     0.00e+00  -         -         1.91e-06   -     -         -         4.88e-03  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      21     0.00e+00  -         -         9.54e-07   -     -         -         2.44e-03  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      22     0.00e+00  -         -         4.77e-07   -     -         -         1.22e-03  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      23     0.00e+00  -         -         2.38e-07   -     -         -         6.10e-04  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      24     0.00e+00  -         -         1.19e-07   -     -         -         3.05e-04  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      25     0.00e+00  -         -         5.96e-08   -     -         -         1.52e-04  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      26     0.00e+00  -         -         2.98e-08   -     -         -         7.62e-05  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      27     0.00e+00  -         -         1.49e-08   -     -         -         3.81e-05  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      28     0.00e+00  -         -         7.45e-09   -     -         -         1.91e-05  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      29     0.00e+00  -         -         3.73e-09   -     -         -         9.53e-06  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      30     0.00e+00  -         -         1.86e-09   -     -         -         4.76e-06  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      31     0.00e+00  -         -         9.31e-10   -     -         -         2.38e-06  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      32     0.00e+00  -         -         4.66e-10   -     -         -         1.19e-06  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      33     0.00e+00  -         -         2.33e-10   -     -         -         5.96e-07  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      34     0.00e+00  -         -         1.16e-10   -     -         -         2.98e-07  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      35     0.00e+00  -         -         5.82e-11   -     -         -         1.49e-07  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      36     0.00e+00  -         -         2.91e-11   -     -         -         7.44e-08  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      37     0.00e+00  -         -         1.46e-11   -     -         -         3.72e-08  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      38     0.00e+00  -         -         7.28e-12   -     -         -         1.86e-08  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      39     0.00e+00  -         -         3.64e-12   -     -         -         9.31e-09  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      40     0.00e+00  -         -         1.82e-12   -     -         -         4.65e-09  -1.663e+00 8.31e+00  8.87e+02  5.00e+00  ✔ (Armijo)    
 33     1      0.00e+00  1.00e-01  -         1.00e+00   FEAS  0.00e+00  -         2.55e+03  -1.666e+00 8.93e+00  -         -         ✘ (Armijo)    
 -      2      0.00e+00  -         -         5.00e-01   -     -         -         1.27e+03  -1.665e+00 8.05e+00  -         -         ✘ (Armijo)    
 -      3      0.00e+00  -         -         2.50e-01   -     -         -         6.37e+02  -1.664e+00 8.18e+00  -         -         ✘ (Armijo)    
 -      4      0.00e+00  -         -         1.25e-01   -     -         -         3.18e+02  -1.664e+00 8.25e+00  -         -         ✘ (Armijo)    
 -      5      0.00e+00  -         -         6.25e-02   -     -         -         1.59e+02  -1.663e+00 8.28e+00  -         -         ✘ (Armijo)    
 -      6      0.00e+00  -         -         3.12e-02   -     -         -         7.96e+01  -1.663e+00 8.29e+00  -         -         ✘ (Armijo)    
 -      7      0.00e+00  -         -         1.56e-02   -     -         -         3.98e+01  -1.663e+00 8.30e+00  -         -         ✘ (Armijo)    
 -      8      0.00e+00  -         -         7.81e-03   -     -         -         1.99e+01  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      9      0.00e+00  -         -         3.91e-03   -     -         -         9.95e+00  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      10     0.00e+00  -         -         1.95e-03   -     -         -         4.98e+00  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      11     0.00e+00  -         -         9.77e-04   -     -         -         2.49e+00  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      12     0.00e+00  -         -         4.88e-04   -     -         -         1.24e+00  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      13     0.00e+00  -         -         2.44e-04   -     -         -         6.22e-01  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      14     0.00e+00  -         -         1.22e-04   -     -         -         3.11e-01  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      15     0.00e+00  -         -         6.10e-05   -     -         -         1.55e-01  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      16     0.00e+00  -         -         3.05e-05   -     -         -         7.77e-02  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      17     0.00e+00  -         -         1.53e-05   -     -         -         3.89e-02  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      18     0.00e+00  -         -         7.63e-06   -     -         -         1.94e-02  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      19     0.00e+00  -         -         3.81e-06   -     -         -         9.72e-03  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      20     0.00e+00  -         -         1.91e-06   -     -         -         4.86e-03  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      21     0.00e+00  -         -         9.54e-07   -     -         -         2.43e-03  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      22     0.00e+00  -         -         4.77e-07   -     -         -         1.21e-03  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      23     0.00e+00  -         -         2.38e-07   -     -         -         6.07e-04  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      24     0.00e+00  -         -         1.19e-07   -     -         -         3.04e-04  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      25     0.00e+00  -         -         5.96e-08   -     -         -         1.52e-04  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      26     0.00e+00  -         -         2.98e-08   -     -         -         7.59e-05  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      27     0.00e+00  -         -         1.49e-08   -     -         -         3.80e-05  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      28     0.00e+00  -         -         7.45e-09   -     -         -         1.90e-05  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      29     0.00e+00  -         -         3.73e-09   -     -         -         9.49e-06  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      30     0.00e+00  -         -         1.86e-09   -     -         -         4.74e-06  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      31     0.00e+00  -         -         9.31e-10   -     -         -         2.37e-06  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      32     0.00e+00  -         -         4.66e-10   -     -         -         1.19e-06  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      33     0.00e+00  -         -         2.33e-10   -     -         -         5.93e-07  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      34     0.00e+00  -         -         1.16e-10   -     -         -         2.97e-07  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      35     0.00e+00  -         -         5.82e-11   -     -         -         1.48e-07  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      36     0.00e+00  -         -         2.91e-11   -     -         -         7.41e-08  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      37     0.00e+00  -         -         1.46e-11   -     -         -         3.71e-08  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      38     0.00e+00  -         -         7.28e-12   -     -         -         1.85e-08  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      39     0.00e+00  -         -         3.64e-12   -     -         -         9.27e-09  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      40     0.00e+00  -         -         1.82e-12   -     -         -         4.63e-09  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      41     0.00e+00  -         -         9.09e-13   -     -         -         2.32e-09  -1.663e+00 8.31e+00  8.87e+02  5.00e+00  ✔ (Armijo)    
 34     1      0.00e+00  1.00e-01  -         1.00e+00   FEAS  0.00e+00  -         2.55e+03  -1.666e+00 8.93e+00  -         -         ✘ (Armijo)    
 -      2      0.00e+00  -         -         5.00e-01   -     -         -         1.28e+03  -1.665e+00 8.05e+00  -         -         ✘ (Armijo)    
 -      3      0.00e+00  -         -         2.50e-01   -     -         -         6.38e+02  -1.664e+00 8.18e+00  -         -         ✘ (Armijo)    
 -      4      0.00e+00  -         -         1.25e-01   -     -         -         3.19e+02  -1.664e+00 8.25e+00  -         -         ✘ (Armijo)    
 -      5      0.00e+00  -         -         6.25e-02   -     -         -         1.60e+02  -1.663e+00 8.28e+00  -         -         ✘ (Armijo)    
 -      6      0.00e+00  -         -         3.12e-02   -     -         -         7.98e+01  -1.663e+00 8.29e+00  -         -         ✘ (Armijo)    
 -      7      0.00e+00  -         -         1.56e-02   -     -         -         3.99e+01  -1.663e+00 8.30e+00  -         -         ✘ (Armijo)    
 -      8      0.00e+00  -         -         7.81e-03   -     -         -         1.99e+01  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      9      0.00e+00  -         -         3.91e-03   -     -         -         9.97e+00  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      10     0.00e+00  -         -         1.95e-03   -     -         -         4.99e+00  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      11     0.00e+00  -         -         9.77e-04   -     -         -         2.49e+00  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      12     0.00e+00  -         -         4.88e-04   -     -         -         1.25e+00  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      13     0.00e+00  -         -         2.44e-04   -     -         -         6.23e-01  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      14     0.00e+00  -         -         1.22e-04   -     -         -         3.12e-01  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      15     0.00e+00  -         -         6.10e-05   -     -         -         1.56e-01  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      16     0.00e+00  -         -         3.05e-05   -     -         -         7.79e-02  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      17     0.00e+00  -         -         1.53e-05   -     -         -         3.90e-02  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      18     0.00e+00  -         -         7.63e-06   -     -         -         1.95e-02  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      19     0.00e+00  -         -         3.81e-06   -     -         -         9.74e-03  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      20     0.00e+00  -         -         1.91e-06   -     -         -         4.87e-03  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      21     0.00e+00  -         -         9.54e-07   -     -         -         2.43e-03  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      22     0.00e+00  -         -         4.77e-07   -     -         -         1.22e-03  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      23     0.00e+00  -         -         2.38e-07   -     -         -         6.09e-04  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      24     0.00e+00  -         -         1.19e-07   -     -         -         3.04e-04  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      25     0.00e+00  -         -         5.96e-08   -     -         -         1.52e-04  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      26     0.00e+00  -         -         2.98e-08   -     -         -         7.61e-05  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      27     0.00e+00  -         -         1.49e-08   -     -         -         3.80e-05  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      28     0.00e+00  -         -         7.45e-09   -     -         -         1.90e-05  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      29     0.00e+00  -         -         3.73e-09   -     -         -         9.51e-06  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      30     0.00e+00  -         -         1.86e-09   -     -         -         4.76e-06  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      31     0.00e+00  -         -         9.31e-10   -     -         -         2.38e-06  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      32     0.00e+00  -         -         4.66e-10   -     -         -         1.19e-06  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      33     0.00e+00  -         -         2.33e-10   -     -         -         5.94e-07  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      34     0.00e+00  -         -         1.16e-10   -     -         -         2.97e-07  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      35     0.00e+00  -         -         5.82e-11   -     -         -         1.49e-07  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      36     0.00e+00  -         -         2.91e-11   -     -         -         7.43e-08  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      37     0.00e+00  -         -         1.46e-11   -     -         -         3.72e-08  -1.663e+00 8.31e+00  8.87e+02  5.00e+00  ✔ (Armijo)    
 35     1      0.00e+00  1.00e-01  -         1.00e+00   FEAS  0.00e+00  -         2.55e+03  -1.666e+00 8.93e+00  -         -         ✘ (Armijo)    
 -      2      0.00e+00  -         -         5.00e-01   -     -         -         1.28e+03  -1.665e+00 8.05e+00  -         -         ✘ (Armijo)    
 -      3      0.00e+00  -         -         2.50e-01   -     -         -         6.38e+02  -1.664e+00 8.18e+00  -         -         ✘ (Armijo)    
 -      4      0.00e+00  -         -         1.25e-01   -     -         -         3.19e+02  -1.664e+00 8.25e+00  -         -         ✘ (Armijo)    
 -      5      0.00e+00  -         -         6.25e-02   -     -         -         1.59e+02  -1.663e+00 8.28e+00  -         -         ✘ (Armijo)    
 -      6      0.00e+00  -         -         3.12e-02   -     -         -         7.97e+01  -1.663e+00 8.29e+00  -         -         ✘ (Armijo)    
 -      7      0.00e+00  -         -         1.56e-02   -     -         -         3.98e+01  -1.663e+00 8.30e+00  -         -         ✘ (Armijo)    
 -      8      0.00e+00  -         -         7.81e-03   -     -         -         1.99e+01  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      9      0.00e+00  -         -         3.91e-03   -     -         -         9.96e+00  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      10     0.00e+00  -         -         1.95e-03   -     -         -         4.98e+00  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      11     0.00e+00  -         -         9.77e-04   -     -         -         2.49e+00  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      12     0.00e+00  -         -         4.88e-04   -     -         -         1.25e+00  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      13     0.00e+00  -         -         2.44e-04   -     -         -         6.23e-01  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      14     0.00e+00  -         -         1.22e-04   -     -         -         3.11e-01  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      15     0.00e+00  -         -         6.10e-05   -     -         -         1.56e-01  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      16     0.00e+00  -         -         3.05e-05   -     -         -         7.78e-02  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      17     0.00e+00  -         -         1.53e-05   -     -         -         3.89e-02  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      18     0.00e+00  -         -         7.63e-06   -     -         -         1.95e-02  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      19     0.00e+00  -         -         3.81e-06   -     -         -         9.73e-03  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      20     0.00e+00  -         -         1.91e-06   -     -         -         4.86e-03  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      21     0.00e+00  -         -         9.54e-07   -     -         -         2.43e-03  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      22     0.00e+00  -         -         4.77e-07   -     -         -         1.22e-03  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      23     0.00e+00  -         -         2.38e-07   -     -         -         6.08e-04  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      24     0.00e+00  -         -         1.19e-07   -     -         -         3.04e-04  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      25     0.00e+00  -         -         5.96e-08   -     -         -         1.52e-04  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      26     0.00e+00  -         -         2.98e-08   -     -         -         7.60e-05  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      27     0.00e+00  -         -         1.49e-08   -     -         -         3.80e-05  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      28     0.00e+00  -         -         7.45e-09   -     -         -         1.90e-05  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      29     0.00e+00  -         -         3.73e-09   -     -         -         9.50e-06  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      30     0.00e+00  -         -         1.86e-09   -     -         -         4.75e-06  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      31     0.00e+00  -         -         9.31e-10   -     -         -         2.37e-06  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      32     0.00e+00  -         -         4.66e-10   -     -         -         1.19e-06  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      33     0.00e+00  -         -         2.33e-10   -     -         -         5.94e-07  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      34     0.00e+00  -         -         1.16e-10   -     -         -         2.97e-07  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      35     0.00e+00  -         -         5.82e-11   -     -         -         1.48e-07  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      36     0.00e+00  -         -         2.91e-11   -     -         -         7.42e-08  -1.663e+00 8.31e+00  8.87e+02  5.00e+00  ✔ (Armijo)    
 36     1      0.00e+00  1.00e-01  -         1.00e+00   FEAS  0.00e+00  -         2.55e+03  -1.666e+00 8.93e+00  -         -         ✘ (Armijo)    
 -      2      0.00e+00  -         -         5.00e-01   -     -         -         1.28e+03  -1.665e+00 8.05e+00  -         -         ✘ (Armijo)    
 -      3      0.00e+00  -         -         2.50e-01   -     -         -         6.38e+02  -1.664e+00 8.18e+00  -         -         ✘ (Armijo)    
 -      4      0.00e+00  -         -         1.25e-01   -     -         -         3.19e+02  -1.664e+00 8.25e+00  -         -         ✘ (Armijo)    
 -      5      0.00e+00  -         -         6.25e-02   -     -         -         1.59e+02  -1.663e+00 8.28e+00  -         -         ✘ (Armijo)    
 -      6      0.00e+00  -         -         3.12e-02   -     -         -         7.97e+01  -1.663e+00 8.29e+00  -         -         ✘ (Armijo)    
 -      7      0.00e+00  -         -         1.56e-02   -     -         -         3.99e+01  -1.663e+00 8.30e+00  -         -         ✘ (Armijo)    
 -      8      0.00e+00  -         -         7.81e-03   -     -         -         1.99e+01  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      9      0.00e+00  -         -         3.91e-03   -     -         -         9.97e+00  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      10     0.00e+00  -         -         1.95e-03   -     -         -         4.98e+00  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      11     0.00e+00  -         -         9.77e-04   -     -         -         2.49e+00  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      12     0.00e+00  -         -         4.88e-04   -     -         -         1.25e+00  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      13     0.00e+00  -         -         2.44e-04   -     -         -         6.23e-01  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      14     0.00e+00  -         -         1.22e-04   -     -         -         3.11e-01  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      15     0.00e+00  -         -         6.10e-05   -     -         -         1.56e-01  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      16     0.00e+00  -         -         3.05e-05   -     -         -         7.79e-02  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      17     0.00e+00  -         -         1.53e-05   -     -         -         3.89e-02  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      18     0.00e+00  -         -         7.63e-06   -     -         -         1.95e-02  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      19     0.00e+00  -         -         3.81e-06   -     -         -         9.73e-03  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      20     0.00e+00  -         -         1.91e-06   -     -         -         4.87e-03  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      21     0.00e+00  -         -         9.54e-07   -     -         -         2.43e-03  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      22     0.00e+00  -         -         4.77e-07   -     -         -         1.22e-03  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      23     0.00e+00  -         -         2.38e-07   -     -         -         6.08e-04  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      24     0.00e+00  -         -         1.19e-07   -     -         -         3.04e-04  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      25     0.00e+00  -         -         5.96e-08   -     -         -         1.52e-04  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      26     0.00e+00  -         -         2.98e-08   -     -         -         7.60e-05  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      27     0.00e+00  -         -         1.49e-08   -     -         -         3.80e-05  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      28     0.00e+00  -         -         7.45e-09   -     -         -         1.90e-05  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      29     0.00e+00  -         -         3.73e-09   -     -         -         9.51e-06  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      30     0.00e+00  -         -         1.86e-09   -     -         -         4.75e-06  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      31     0.00e+00  -         -         9.31e-10   -     -         -         2.38e-06  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      32     0.00e+00  -         -         4.66e-10   -     -         -         1.19e-06  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      33     0.00e+00  -         -         2.33e-10   -     -         -         5.94e-07  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      34     0.00e+00  -         -         1.16e-10   -     -         -         2.97e-07  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      35     0.00e+00  -         -         5.82e-11   -     -         -         1.49e-07  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      36     0.00e+00  -         -         2.91e-11   -     -         -         7.43e-08  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      37     0.00e+00  -         -         1.46e-11   -     -         -         3.71e-08  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      38     0.00e+00  -         -         7.28e-12   -     -         -         1.86e-08  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      39     0.00e+00  -         -         3.64e-12   -     -         -         9.28e-09  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      40     0.00e+00  -         -         1.82e-12   -     -         -         4.64e-09  -1.663e+00 8.31e+00  -         -         ✘ (Armijo)    
 -      -      -         -         -         -          -     -         -         -         -          -         -         -         The line search failed
───────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  Iterations
 Major  Minor  Penalty   Barrier   Barrier   Steplength Phase Regulariz Regulariz ||Step||  Objective  Infeas    Statio    Compl     Status        
───────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────

Uno 2.8.0 (LS Waechter-filter restoration primal-dual interior-point method with exact Hessian and primal-dual inertia correction)
Tue Jul 14 11:39:24 2026
────────────────────────────────────────
Optimization status:			Algorithmic error
Solution status:			Suboptimal point
Objective value:			-1.663325
Primal feasibility:			8.311285
┌ Stationarity residual:		887.4691
│ Primal feasibility:			8.311285
└ Complementarity residual:		4.999585
CPU time:				0.301264s
Iterations:				36
Objective evaluations:			560
Constraints evaluations:		561
Objective gradient evaluations:		77
Jacobian evaluations:			560
Hessian evaluations:			37
Number of subproblems solved:		37
